,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
1025,61329170,22417334,99672259,61597305,29550042,9436566,22672040,41611344,27217534,78097014,64517312,51980218,36807897,7040701,lNYYT
1026,58157517,170046,34923310,60515602,75306015,51279254,81105699,88118649,35422368,40380550,44485204,55890700,79432284,68254736,ShNyF
1027,80103341,19338099,46438431,69279620,83218762,66206036,98850552,42029112,12199722,31205509,83512873,77935885,69651152,91841282,27AMV
1028,89491905,28551086,3577265,6471298,27021306,18872209,2914937,67837180,26161414,22492107,71974527,15805780,31929825,12054968,yPOZi
1029,81530203,49861549,54257446,25121789,5352961,11925465,22946916,97322767,30569132,57948537,65046104,65712321,88120350,88464463,urCGw
1030,79425839,89518456,21454360,67494159,13677095,55773291,15030014,83466923,99176227,16958185,75114026,92553885,20587256,52420905,H4mEU
1031,11985508,28629945,54745949,70355558,87696251,91813523,71731788,99432642,39757573,12947655,86475144,11778826,76313213,28458650,H4dkg
1032,40879087,98001706,20030416,84707125,47884119,14563438,38399336,98641135,70214288,14058724,35216409,78568920,21400959,63319946,bGxPB
1033,24990969,27185046,33223895,88355283,76275526,39027229,73490775,56827042,65129909,62618865,87936010,59581104,78012205,45598696,MlDPD
1034,56787198,85717086,49514557,47190568,13794791,67509824,90186984,79434591,49104285,8574946,63604933,7787802,15770484,40599314,BkxGc
1035,31508796,19078677,1970677,63301323,47049389,61514735,37107962,71447657,8782473,66782529,65827010,36026994,164273,5353468,SbhRI
1036,22226295,73677371,83896642,32672688,57644342,93309552,81608816,31645671,54419526,51748674,6530018,31450964,43972960,46338040,YRFYU
1037,45636277,51060022,10869406,8316720,47468824,53166406,91376967,19164360,82063574,38685884,82869580,52379124,521123,73177082,m5hIj
1038,62108433,86731644,85532568,75508888,55310701,80937424,87318492,32343019,27748466,80077876,86429642,20424064,95863685,40763617,yKV0g
1039,299227,15444630,47385441,71713234,46695954,38858753,41643507,2158519,14286146,54181856,90394450,92651807,74521387,97232596,G8Ax6
1040,3882862,27310771,94571965,7053916,21654149,49092902,72493703,74587086,53479411,4316842,98252503,3235283,60847303,67502019,qNsgV
1041,52388189,44496839,2967339,6973035,67086480,61764617,30280415,97485102,95048873,59359504,95449889,91361944,68838610,12381963,NW1c3
1042,73434389,45513593,86179011,83621382,38983461,21040572,67230465,25280611,49515253,84072913,42599230,48773224,11957231,50563454,0gI7H
1043,23143606,14493151,90178812,27702970,97040312,59758311,97110016,98248629,88336717,8839041,48744480,25566406,94997481,90246627,v3Kws
1044,81989549,63071622,18892324,40849805,95241641,99090931,96064873,19343217,68315480,88205635,22814057,42805281,99820544,4061014,8Z2Xd
1045,56839364,62348181,70347592,38015856,6817114,59815139,5479933,23399409,57555493,27488006,20052358,12536169,64834110,45052241,Y6Oc5
1046,90013831,51053359,47881218,30420351,62369650,5903793,73201688,49248475,99382842,10381478,59389945,52082206,96057450,37245669,eu00s
1047,55407135,58254184,39349281,97672378,33642182,93197844,59503360,5385423,40244944,98549349,87798173,44193058,96730485,30404859,Y54qS
1048,42627848,24895876,917659,67074403,39568033,48847992,53781903,27279868,88610439,62796248,96722930,54294577,92286304,43668601,Fb8iC
1049,74887354,54809804,60586694,43632450,49880756,58379575,72456166,9663975,70252794,19933169,72584802,42582676,4171268,85280842,wRAmc
1050,76897802,32825457,58668521,22081011,60249687,24761816,38072729,49822321,43457525,66015793,19788016,75428350,26864646,93857624,Y6qJ3
1051,35657567,86437840,53103254,70685322,82533685,53499731,36501532,87195431,52529918,53820137,14060188,23766601,64105040,1897747,DsKA8
1052,73229608,25143807,37352433,67388799,88171189,64569610,52804815,24168924,77848831,59452432,12968820,4651296,1504229,2582213,iScl1
1053,51655414,83036950,63365886,7298356,46164758,66714908,36505990,45408013,80128148,65466389,70252095,76093409,7842380,33602387,to1Q2
1054,45444587,74588424,47101003,47560818,54236001,97661011,89147643,70335544,31092662,608005,38386398,40651536,48514820,25619039,oNPtK
1055,72439470,66408576,41844046,20858825,9933569,67452467,49945256,645739,79621700,304941,81613738,91350584,64701582,32171501,SfzXO
1056,10695222,26253246,30119124,25222614,86232323,57699753,95806030,92204479,31358753,9034761,1838052,19982801,80974924,6181123,G5N0R
1057,11106290,74703152,61866732,26762234,15196197,23251273,44157264,8475621,29364744,33214011,67973059,82893771,69271113,49320919,kiCXV
1058,32958397,80233624,22673110,87789596,42446282,60368207,73995162,93885085,94494592,33452029,74940508,6071532,30492758,54169331,r3AYa
1059,80141635,94373687,99149752,66888012,21306087,30576011,59528903,86529845,64602131,36302455,4243636,40202562,54157162,35158225,Cp157
1060,16358079,46236042,69865090,71615453,72132182,49820413,28365897,87694646,36213715,54844797,54517462,8748544,30057139,62142415,SOPpo
1061,79531389,68674216,98472508,15792419,5838966,28129630,33201486,37235275,10553379,58756157,37389121,47455468,76349092,30131513,UlIRm
1062,17115412,89325314,63704258,89739445,14946923,85756259,43246584,39379204,34465909,69198685,31159784,55543335,48749147,35397110,IOIvp
1063,78806919,39511113,39913386,6281949,56621861,41202831,3648512,24434257,59349472,90544267,27629018,14476979,98318998,63695331,sks1U
1064,11150174,7298524,78938243,26295599,59540163,34483691,34111078,43952419,79477459,93563567,72871989,64343850,4567912,74182501,HZQdc
1065,88320262,49556056,58356057,50755647,58696164,5447370,79903203,25167241,97196934,62365299,97540013,36955877,59319245,42521168,0whLS
1066,13990122,39440400,92556857,37035057,15509536,92076524,90411321,62693460,18582968,19165057,86209577,80190017,92630906,82063988,SpmIc
1067,10801509,12922176,90336685,38473877,10124761,78510373,51086339,20970618,67441083,62095351,67834255,68901746,11970061,70836657,IEuYR
1068,62761708,54994223,26254115,77419949,67789393,62750769,82027094,19819875,31608445,85911371,79175229,78530525,81558787,24480142,hLkAM
1069,68238850,81430540,10601423,3841100,22429835,50460027,37530288,61343440,87158591,51123749,67234586,59139425,59280643,49568347,7ztKv
1070,1273877,14045083,59616060,69087939,5463713,5998203,784756,44271820,88165111,81554306,1078997,5575535,70083232,30037936,l1seg
1071,31252685,64000206,12613083,12692485,90017932,32714910,55581907,97504179,21735673,84401198,70173828,24318234,14745306,14938223,UGtkz
1072,38472489,86781818,44795541,76769167,26436750,36377599,22619853,30626071,38981839,97544847,15640453,32122680,88802625,50913441,kLytE
1073,59576106,30265197,72483340,64259202,96931744,65058022,61192413,24068111,7067997,26680752,31198601,36411927,87843684,53245030,D5opy
1074,18517827,98585950,76121667,97582648,19143061,38377917,47911656,12012670,73471681,42240082,44016061,26172977,69087152,74165971,1wAik
1075,69373333,45214905,47426823,10823356,95898541,71245970,81502215,53028683,80676422,78672571,33201827,39735304,15952635,2696515,r2Kn5
1076,81406345,55077375,41036802,10222978,26624137,36979749,75774954,73004273,3343406,9849292,16649021,80499541,10557498,64999722,XKPvz
1077,61743963,58590667,8879210,85116724,939714,69698290,98671818,33835811,22087434,44539013,2356312,99213498,84611298,91890979,veXVp
1078,67078581,61643282,47796803,42437372,65050644,59349041,46210669,57414010,18456593,2250843,53805374,22839592,83095614,97152026,Ol2aE
1079,15643546,41933032,47922764,75337221,39331965,38831630,6909421,57981823,30593102,28556876,28000921,39160464,61525659,25976149,odeo5
1080,58450012,28161991,13524787,95266658,7479427,8578014,15878163,30161302,78191216,41971985,36487149,16962217,52420251,51933123,9PHZj
1081,38066453,68907543,83854410,59472249,75637167,67560647,94631102,92145396,86081988,66677266,45764307,99324759,89080129,15843118,Vv9cL
1082,48555129,68924941,45580365,53053752,76132022,92022619,18047821,51817983,96658587,18560771,28509890,609702,83445090,96186466,BnYLq
1083,90795487,59815216,20379009,83548848,86019571,37633041,29868800,28766821,82437398,44392399,22605060,7944397,73639317,57287533,dPDC6
1084,84899140,1050672,54946815,2033422,17106962,41390019,74150847,73150012,49985982,8608895,52547695,27877349,41996437,98272030,a2Url
1085,30425213,40705986,47601208,66423914,69285964,25074574,71005588,27657763,23509995,95887228,46368486,71094822,98214561,95258946,4EFMy
1086,92058950,96944457,50924459,48113469,87173249,94369327,63831208,71909038,20334005,14496638,52574316,1625767,18704578,27339195,M9J1d
1087,60822663,89758498,79760594,69031728,99433358,36637067,31898807,69263858,84748764,39533646,71202235,74318281,94150897,5018280,UxKBi
1088,99091307,11188243,80898629,92428421,82791638,49458707,79878514,40360949,68881558,58426770,38837378,45143840,3615370,19810793,bgbLx
1089,77909963,79388102,91165755,42969462,23916904,86555268,3612346,50016706,73197297,37518412,89867245,92129231,44084364,46060274,cViq6
1090,64780993,21914504,68554064,12184645,76230105,3941460,91660008,53373468,67486924,36399398,56971348,69301239,36677341,7232432,gKOGz
1091,96758481,60968649,93813857,83335498,16316235,62413761,60453481,58485799,13364276,86226391,97704664,97448149,32899590,72853997,eD0eW
1092,80407315,97297387,31091463,88589640,4969288,22276688,42939953,3267501,26093708,92348185,87695553,60041059,89056341,7324574,zZ3tK
1093,12546323,77562147,8958057,10488873,51260171,26175454,48832305,74696485,84946688,95940671,33827367,1829890,42463733,35621857,lu8PV
1094,59729140,73101983,24131249,71810000,81031380,73871721,50410630,14602289,76765394,50196147,87783052,12225236,1602475,40851604,sYSqK
1095,91066245,21516356,92068921,25597823,61296463,22805624,21843794,84927810,99527074,14275369,8356627,22291790,88473823,45363008,g8C2M
1096,33853056,90485707,16627587,64684788,98221308,13985532,78565013,4219819,57385976,96634864,8337588,34384543,93775379,25147603,jLVe1
1097,35918297,41221456,59101545,42723430,48248912,70728392,69714407,11154172,19251029,29588126,22443857,62829160,48594127,41686045,Xy2mV
1098,97058101,62854628,9246707,71049871,98776163,95765364,60612391,78212436,51629622,45145324,89279411,8747225,10730961,47246839,k9LBR
1099,9334742,95245203,4469595,83737521,76208554,15926569,21108095,5168680,30847432,61062536,23356971,163081,69618535,62908541,jxu2u
1100,33369957,46262876,9876071,27285423,36555941,86734667,96166222,95742678,62106024,7960599,68340275,48512417,9891819,99401594,fFlMX
1101,17353367,78705228,34340303,26258064,95897707,653708,79292602,37546903,7127395,24120211,19323103,21445002,39749048,64597611,r5JAa
1102,86992059,67018829,30459538,22799105,82610111,32221571,64313054,93985214,11197844,80131390,54974296,67609901,74688679,83944973,EbTc9
1103,28695633,45772737,65550575,73023067,75128186,86135710,15525931,38800483,54501906,18521952,94090854,37048747,34850437,2404251,eB2kR
1104,42248016,61140608,71896818,16053879,56535418,18179995,7354395,30610922,5227349,80196318,63308300,21706248,51768381,17362249,0utAS
1105,5990163,35464116,35658124,7509588,66260510,6056483,81894074,18751734,50931236,30988553,90561840,8867881,75243535,3030411,jRfKp
1106,81517364,67659220,2158597,33791233,76780741,25028844,58909897,54443635,93964480,70127105,39421379,45264990,17840906,6689201,CbeAc
1107,29292779,74411588,86134474,25783515,24964403,42885281,46343245,53446321,75706712,40821285,28645124,82841373,23444200,35060130,lJtBD
1108,43139820,64098409,89447466,18885585,51243918,55309145,65427235,22883497,68984338,77729442,24132261,7856121,39258675,17438814,SGCxB
1109,93943631,47195573,39532949,70233576,19009886,39640524,29860678,29821828,48730778,14130642,87787876,21916362,60299763,29015330,SKaaT
1110,64392960,87596777,42193430,68490218,38208926,28639814,63777008,91455254,58502512,40173210,16763572,54410269,78836839,71434127,3tYy0
1111,43555824,6464945,72263983,3968383,77784674,45322925,85436888,29945514,75733222,23928340,78516840,44554108,92771766,18202769,czECd
1112,18010517,9595001,82450877,39955271,53062231,69946167,1163611,85251934,95842608,24148375,48929916,55390869,38104320,87934060,gznH8
1113,84208210,68607773,98933729,67844129,55860708,38041107,4010258,61799301,54147025,84858942,42850079,32211349,23001876,77210034,oqmb3
1114,58585253,57543792,66041273,11897403,73622173,92503775,84258427,86288958,40542289,71171052,64278976,76644640,28902452,43626473,DBXTf
1115,76428781,23679423,51795521,95453213,33321500,45610598,33743634,84469132,63268858,39574538,52236263,60781928,89679107,88531576,2PQys
1116,15187764,14204611,18990000,15059713,22613784,81843655,38929977,83195073,68831764,12313146,38244290,60443955,53334096,22924061,4Z4Ej
1117,85294692,7670080,10333272,33917961,20977169,68896422,63374722,52966290,56995762,18329753,72270455,42767756,43908006,54895889,NUFuc
1118,27541066,92057144,29087424,87094119,13739647,11851076,48321666,42524156,2966417,54214230,3086446,84486102,34805568,42870580,PZthw
1119,83213449,3777806,84577275,1415003,21865131,38042178,94651539,20321860,8509942,25182820,20729008,91731016,20582109,75215795,Rl005
1120,57017928,58399898,6638791,81786680,71770863,43198377,156490,28419111,39513451,27706402,27609870,26014288,49749004,51175183,Js37R
1121,82922122,4435107,19087367,17806217,25012569,66006049,70330963,80104253,86794284,90784976,41634037,13875774,72266247,71596295,hKnB7
1122,15544990,46088136,13109883,34081179,60275657,30499927,68693152,80915281,89585965,22422397,65261962,68611591,37796838,53936903,A9rha
1123,7247779,82690416,22831413,66285470,43385552,2819557,84526275,75452048,49451394,75671574,15397545,56198148,12222410,48741633,0CaJc
1124,10392998,53315902,5134412,60777141,59720395,53236738,90537927,28178391,24425307,52008936,10367051,35366844,81292777,11772317,K71fh
1125,20147399,72521229,15819439,27871353,63286221,87878662,46914906,54835905,69158161,2280982,28298818,14209922,86631098,70716379,PeppP
1126,38216150,33534650,5206644,7140579,39557750,48819205,83858655,38834819,5276825,33907935,42191214,60741546,13160026,28782227,j4rC1
1127,42601987,30432299,38968919,26067295,67290116,39465139,40916980,59732969,74529970,77786420,52598725,54490739,78109664,1903218,Mgdhr
1128,1328269,1806531,78248323,69409779,89390673,7144967,91293307,11141905,82711222,74822401,11529728,32733990,8561111,62292922,zJFJE
1129,40164729,32976409,40815710,84683325,15398126,95028720,58710182,7065303,12413617,93802954,83370249,21639235,73373180,87667288,HBOQl
1130,92214125,12277434,68936811,74782882,3131839,83188381,85830164,91675626,67349563,63500820,47155788,27077202,77513996,45488202,s4QSY
1131,54742468,17134953,42462006,41354382,13529084,59706439,34565197,31856316,31024592,67194645,79149635,47089261,56909872,73658325,XOWJ0
1132,48867899,22300578,34506318,24816204,9487248,95351501,67172718,49839421,71821533,50102153,81837676,86177425,92481446,4628488,fBJOk
1133,97945601,35916695,24326527,33813323,93954828,69548327,39384451,92375343,93214075,38135607,11544190,90849606,2554569,20021710,FWq33
1134,35663403,93681074,94751024,60593351,33553701,55564537,80441612,7857249,87165959,11718550,18186983,80839055,99206132,98375883,wuTUc
1135,64561959,84087832,15938822,60763016,17150754,20048026,69821776,80733379,40124272,8813376,92015716,45798159,85672233,25673278,YTUJF
1136,66924447,36728878,50843983,31847395,3063335,98517385,26800120,23179068,79202796,39128877,99880935,53043097,35693385,47818703,GBmp6
1137,29022497,52784213,48120021,50408864,86020717,45615874,30790705,28009192,7731349,11693025,93724036,17036520,68015910,2149436,4Yhzs
1138,69230336,37475380,33247615,99785954,74735723,37862711,86386801,15300773,75104309,48493810,26959530,8120044,97268656,75967370,wrPvf
1139,76399179,59830434,98972843,59884131,19497027,36693223,3927113,10626374,344991,74455829,29097772,68581015,65096904,37972417,CN7iX
1140,46652549,25387055,19213469,17646029,14556410,69379174,12785796,4416497,63662084,94966338,45371261,80163858,12314885,52150653,kZ5L2
